"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",-0.00282638505805651,0.251831141026693,0.253328183139767,0.282445889941946,0.179504797354391,0.0475160611914689,0.175217814352557,0.136885173424389,0.211893368716154
"2",0.0379528574765567,0.244215167130911,0.346778498612151,0.195726176125692,0.206656003780666,0.13793192573587,0.293062227236122,0.116021656751491,0.233588526909114
"3",0.552467925932138,-0.186327808592482,-0.000404878459487233,-0.0422230245644877,-0.0826951101286537,0.382821522564157,-0.068948147787727,0.108449174047267,-0.0955996020319621
"4",-0.0403055859098136,0.170015298987912,0.213686889798168,0.247165732928579,0.10206351844283,-0.0175837558543431,0.347177622206737,0.0716531819253123,0.123496973510865
"5",0.106653081384688,0.0742283647941209,0.0559236545336159,0.0681223323686708,0.00348018574552876,0.00917599054881073,-0.247814048940242,0.0687312741797632,-0.00870979897110151
"6",-0.0251275527888031,0.0303326967980862,0.006229770597441,3.68113036591276e-05,0.136096438888307,0.0599518021123651,0.00507117120490652,-0.039419796672215,0.213663410442479
"7",-0.148680374023606,0.40981977586345,0.387921973278009,0.381738148486204,0.310185508194335,-0.158907513390374,0.108659716563863,0.248925102118163,0.216554430941644
"8",0.0381894088851605,0.391027946767111,0.506899373531408,0.302128290270288,0.356056339416043,0.168171414478848,0.336909809229358,0.408810834188025,0.343047252325681
"9",0.0667032949186471,0.19615483679759,0.220325080239464,0.0587917296770881,0.257288312434967,0.173107385227183,0.0122807543928678,0.183251815585306,0.255211299372892
"10",-0.00225830070920719,0.0478241175750476,-0.0623967518565295,-0.0237900908157743,-0.0569317205147578,-0.0098577462005532,-0.105387545157178,-0.0502133676585498,-0.0729408498821513
"11",0.465443650313734,-0.157800186409577,-0.0316210892768537,-0.2136770618925,-0.0482737461663652,0.482433925130584,0.00407143504566696,0.0160861906498754,0.0697576355709188
"12",0.452809505320122,-0.376078668286675,-0.264435487648968,-0.444600979143374,-0.13488339365369,0.587443923744298,-0.0147276323354081,-0.197602222782434,0.00286364210883919
"13",0.654327091474642,-0.33021147078329,-0.170369924534131,-0.357341481250343,-0.101116651528014,0.694762073450479,0.0291954880806833,-0.106762914069009,0.1618885851745
